Index,Wastewater Treatment Plant,County,Date,Population Served,Viral Gene Copies Per Person,Viral Gene Copies/L
4169,Long Creek - Two Rivers,Gaston,3/4/2023,68700,5302205,11880
4170,Long Creek - Two Rivers,Gaston,2/28/2023,68700,39440452,107800
4171,Long Creek - Two Rivers,Gaston,2/25/2023,68700,55313124,185900
4172,Long Creek - Two Rivers,Gaston,2/21/2023,68700,12546369,33000
4173,Long Creek - Two Rivers,Gaston,2/18/2023,68700,37602742,103400
4174,Long Creek - Two Rivers,Gaston,2/15/2023,68700,25747851,45496
4175,Long Creek - Two Rivers,Gaston,2/11/2023,68700,6748838,27401
4176,Long Creek - Two Rivers,Gaston,2/7/2023,68700,10873460,25850
4177,Long Creek - Two Rivers,Gaston,2/4/2023,68700,24240095,43428
4178,Long Creek - Two Rivers,Gaston,1/31/2023,68700,13407770,27918
4179,Long Creek - Two Rivers,Gaston,1/24/2023,68700,20371285,34122
4180,Long Creek - Two Rivers,Gaston,1/21/2023,68700,9093027,21714
4181,Long Creek - Two Rivers,Gaston,1/18/2023,68700,16496437,35156
4182,Long Creek - Two Rivers,Gaston,1/12/2023,68700,32532525,66176
4183,Long Creek - Two Rivers,Gaston,1/10/2023,68700,4218344,8272
4184,Marion,Mcdowell,9/26/2023,8459,8745835,39643
4185,Marion,Mcdowell,9/21/2023,8459,11975730,31859
4186,Marion,Mcdowell,9/19/2023,8459,14639483,43735
4187,Marion,Mcdowell,9/14/2023,8459,24201202,58027
4188,Marion,Mcdowell,9/12/2023,8459,13316487,42817
4189,Marion,Mcdowell,9/7/2023,8459,29765049,74401
4190,Marion,Mcdowell,8/31/2023,8459,9702511,18563
4191,Marion,Mcdowell,8/29/2023,8459,2990417,8100
4192,Marion,Mcdowell,8/24/2023,8459,1079863,0
4193,Marion,Mcdowell,8/22/2023,8459,2561033,9382
4194,Marion,Mcdowell,8/17/2023,8459,7321917,14518
4195,Marion,Mcdowell,8/15/2023,8459,5390001,16321
4196,Marion,Mcdowell,8/10/2023,8459,2074782,4870
4197,Marion,Mcdowell,8/8/2023,8459,2755213,8446
4198,Marion,Mcdowell,8/3/2023,8459,4508932,11398
4199,Marion,Mcdowell,8/1/2023,8459,11666152,45897
4200,Marion,Mcdowell,7/27/2023,8459,4497203,10864
4201,Marion,Mcdowell,7/25/2023,8459,980531,0
4202,Marion,Mcdowell,7/20/2023,8459,29248077,46785
4203,Marion,Mcdowell,7/18/2023,8459,1300163,0
4204,Marion,Mcdowell,7/13/2023,8459,807439,0
4205,Marion,Mcdowell,7/11/2023,8459,4677013,26129
4206,Marion,Mcdowell,7/6/2023,8459,747446,0
4207,Marion,Mcdowell,7/4/2023,8459,454369,0
4208,Marion,Mcdowell,6/29/2023,8459,1292337,0
4209,Marion,Mcdowell,6/27/2023,8459,2969269,10499
4210,Marion,Mcdowell,6/22/2023,8459,1396544,0
4211,Marion,Mcdowell,6/20/2023,8459,1036141,0
4212,Marion,Mcdowell,6/15/2023,8459,753347,0
4213,Marion,Mcdowell,6/13/2023,8459,3715338,13013
4214,Marion,Mcdowell,6/8/2023,8459,1273411,0
4215,Marion,Mcdowell,6/6/2023,8459,2999614,8215
4216,Marion,Mcdowell,6/1/2023,8459,6470713,15432
4217,Marion,Mcdowell,5/30/2023,8459,17654012,17754
4218,Marion,Mcdowell,5/25/2023,8459,558618,0
4219,Marion,Mcdowell,5/23/2023,8459,7882069,20410
4220,Marion,Mcdowell,5/18/2023,8459,3747529,8162
4221,Marion,Mcdowell,5/16/2023,8459,12830638,37044
4222,Marion,Mcdowell,5/11/2023,8459,5398327,14076
4223,Marion,Mcdowell,5/9/2023,8459,2391323,8415
4224,Marion,Mcdowell,5/4/2023,8459,5619759,13331
4225,Marion,Mcdowell,5/2/2023,8459,6087259,15199
4226,Marion,Mcdowell,4/27/2023,8459,2438317,0
4227,Marion,Mcdowell,4/25/2023,8459,9009002,30689
4228,Marion,Mcdowell,4/20/2023,8459,4335134,10394
4229,Marion,Mcdowell,4/18/2023,8459,5949871,14070
4230,Marion,Mcdowell,4/13/2023,8459,829075,0
4231,Marion,Mcdowell,4/11/2023,8459,2363480,8252
4232,Marion,Mcdowell,4/6/2023,8459,111684,0
4233,Marion,Mcdowell,4/4/2023,8459,12800645,26243
4234,Marion,Mcdowell,3/30/2023,8459,2000992,5323
4235,Marion,Mcdowell,3/28/2023,8459,4013410,13386
4236,Marion,Mcdowell,3/23/2023,8459,78445,0
4237,Marion,Mcdowell,3/21/2023,8459,788997,3148
4238,Marion,Mcdowell,3/16/2023,8459,475234,0
4239,Marion,Mcdowell,3/14/2023,8459,147582,0
4240,Marion,Mcdowell,3/9/2023,8459,920812,2121
4241,Marion,Mcdowell,3/7/2023,8459,2014610,5772
4242,Marion,Mcdowell,3/2/2023,8459,1232918,4373
4243,Marion,Mcdowell,2/28/2023,8459,5372852,17656
4244,Marion,Mcdowell,2/23/2023,8459,11783607,28314
4245,Marion,Mcdowell,2/21/2023,8459,2340798,11225
4246,Marion,Mcdowell,2/16/2023,8459,2767507,6600
4247,Marion,Mcdowell,2/14/2023,8459,10065658,14138
4248,Marion,Mcdowell,2/9/2023,8459,3504627,8124
4249,Marion,Mcdowell,2/7/2023,8459,4398188,12748
4250,Marion,Mcdowell,2/2/2023,8459,3841210,8768
4251,Marion,Mcdowell,1/24/2023,8459,13000810,41503
4252,Marion,Mcdowell,1/19/2023,8459,6985440,13229
4253,Marion,Mcdowell,1/12/2023,8459,2964158,6624
4254,Marion,Mcdowell,1/10/2023,8459,5629010,19352
4255,Marion,Mcdowell,1/5/2023,8459,14272812,27260
4256,Marion,Mcdowell,12/29/2022,8459,7823588,23949
4257,Marion,Mcdowell,12/22/2022,8459,25192763,57446
4258,Marion,Mcdowell,12/20/2022,8459,26208358,83666
4259,Marion,Mcdowell,12/15/2022,8459,7176634,19799
4260,Marion,Mcdowell,12/13/2022,8459,13050583,64807
4261,Marion,Mcdowell,12/8/2022,8459,7570590,19445
4262,Marion,Mcdowell,12/6/2022,8459,17044968,51472
4263,Marion,Mcdowell,12/1/2022,8459,23959002,25495
4264,Marion,Mcdowell,11/29/2022,8459,56448855,157678
4265,Marion,Mcdowell,11/24/2022,8459,86680958,236220
4266,Marion,Mcdowell,11/22/2022,8459,130283590,368527
4267,Marion,Mcdowell,11/17/2022,8459,5307401,10782
4268,Marion,Mcdowell,11/10/2022,8459,793940,0
4269,Marion,Mcdowell,11/8/2022,8459,4008113,13780
4270,Marion,Mcdowell,11/3/2022,8459,750480,3354
4271,Marion,Mcdowell,11/1/2022,8459,1997367,3571
4272,Marion,Mcdowell,10/27/2022,8459,520759,0
4273,Marion,Mcdowell,10/25/2022,8459,869188,0
4274,Marion,Mcdowell,10/20/2022,8459,8488703,23419
4275,Marion,Mcdowell,10/18/2022,8459,8195883,23785
4276,Marion,Mcdowell,10/13/2022,8459,1066122,0
4277,Marion,Mcdowell,10/11/2022,8459,13813112,35892
4278,Marion,Mcdowell,10/6/2022,8459,9970100,24483
4279,Marion,Mcdowell,10/4/2022,8459,5956810,18748
4280,Marion,Mcdowell,9/29/2022,8459,7944392,23056
4281,Marion,Mcdowell,9/27/2022,8459,5974630,16086
4282,Marion,Mcdowell,9/22/2022,8459,5590949,16658
4283,Marion,Mcdowell,9/20/2022,8459,3536218,13624
4284,Marion,Mcdowell,9/15/2022,8459,15832390,40204
4285,Marion,Mcdowell,9/13/2022,8459,9732632,24999
4286,Marion,Mcdowell,9/8/2022,8459,6978607,15289
4287,Marion,Mcdowell,9/6/2022,8459,11865000,23056
4288,Marion,Mcdowell,9/1/2022,8459,8372745,21506
4289,Marion,Mcdowell,8/30/2022,8459,4619906,19442
4290,Marion,Mcdowell,8/25/2022,8459,5129752,20767
4291,Marion,Mcdowell,8/23/2022,8459,35740178,128817
4292,Marion,Mcdowell,8/18/2022,8459,7280405,25824
4293,Marion,Mcdowell,8/16/2022,8459,7774687,27577
4294,Marion,Mcdowell,8/11/2022,8459,16593021,50794
4295,Marion,Mcdowell,8/9/2022,8459,3733590,13905
4296,Marion,Mcdowell,8/4/2022,8459,10296044,28405
4297,Marion,Mcdowell,8/2/2022,8459,11476736,19881
4298,Marion,Mcdowell,7/28/2022,8459,12978337,29295
4299,Marion,Mcdowell,7/26/2022,8459,9096697,19736
4300,Marion,Mcdowell,7/21/2022,8459,4424327,10518
4301,Marion,Mcdowell,7/19/2022,8459,1741366,3742
4302,Marion,Mcdowell,7/14/2022,8459,12124293,33449
4303,Marion,Mcdowell,7/12/2022,8459,9477909,20171
4304,Marion,Mcdowell,7/7/2022,8459,6470790,16432
4305,Marion,Mcdowell,7/5/2022,8459,15940516,41420
4306,Marion,Mcdowell,6/30/2022,8459,19581063,25440
4307,Marion,Mcdowell,6/29/2022,8459,8760805,23875
4308,Marion,Mcdowell,6/23/2022,8459,7619942,14309
4309,Marion,Mcdowell,6/21/2022,8459,6943719,24245
4310,Marion,Mcdowell,6/16/2022,8459,11034526,25686
4311,Marion,Mcdowell,6/14/2022,8459,8617546,20486
4312,Marion,Mcdowell,6/9/2022,8459,606426,0
4313,Marion,Mcdowell,6/7/2022,8459,4590640,14248
4314,Marion,Mcdowell,6/2/2022,8459,6436522,23199
4315,Marion,Mcdowell,5/31/2022,8459,3262273,9000
4316,Marion,Mcdowell,5/26/2022,8459,6323609,13991
4317,Marion,Mcdowell,5/24/2022,8459,10901060,33833
4318,Marion,Mcdowell,5/19/2022,8459,4326129,13243
4319,Marion,Mcdowell,5/17/2022,8459,6546428,18755
4320,Marion,Mcdowell,5/12/2022,8459,6516966,22065
4321,Marion,Mcdowell,5/10/2022,8459,4799539,16008
4322,Marion,Mcdowell,5/5/2022,8459,7831974,16057
4323,Marion,Mcdowell,5/3/2022,8459,5588410,10954
4324,Marion,Mcdowell,4/28/2022,8459,1234176,3491
4325,Marion,Mcdowell,4/26/2022,8459,1161561,3708
4326,Marion,Mcdowell,4/21/2022,8459,252922,0
4327,Marion,Mcdowell,4/19/2022,8459,3575523,8500
4328,Marion,Mcdowell,4/14/2022,8459,114343,0
4329,Marion,Mcdowell,4/12/2022,8459,93070,0
4330,Marion,Mcdowell,4/7/2022,8459,130298,0
4331,Marion,Mcdowell,4/5/2022,8459,111684,0
4332,Marion,Mcdowell,3/31/2022,8459,111684,0
4333,Marion,Mcdowell,3/29/2022,8459,1056957,5624
4334,Marion,Mcdowell,3/24/2022,8459,107695,0
4335,Marion,Mcdowell,3/22/2022,8459,91740,0
4336,Marion,Mcdowell,3/17/2022,8459,235678,0
4337,Marion,Mcdowell,3/15/2022,8459,372625,0
4338,Marion,Mcdowell,3/10/2022,8459,563567,0
4339,Marion,Mcdowell,3/8/2022,8459,357099,0
4340,Marion,Mcdowell,3/3/2022,8459,3946125,9186
4341,Marion,Mcdowell,3/1/2022,8459,5955607,10909
4342,Marion,Mcdowell,2/22/2022,8459,17825331,56905
4343,Marion,Mcdowell,2/17/2022,8459,19186211,60386
4344,Marion,Mcdowell,2/15/2022,8459,11324944,47749
4345,Marion,Mcdowell,2/10/2022,8459,12674002,47203
4346,Marion,Mcdowell,2/8/2022,8459,36022936,96986
4347,Marion,Mcdowell,2/3/2022,8459,24153048,79373
4348,Marion,Mcdowell,2/1/2022,8459,14755487,42822
4349,Marion,Mcdowell,1/27/2022,8459,127502671,303109
4350,Marion,Mcdowell,1/25/2022,8459,89485843,259699
4351,Marion,Mcdowell,1/20/2022,8459,363111198,1027117
4352,Marion,Mcdowell,1/13/2022,8459,94949335,321481
4353,Marion,Mcdowell,1/11/2022,8459,79214274,276586
4354,Marion,Mcdowell,1/6/2022,8459,31664717,87357
4355,Marion,Mcdowell,12/30/2021,8459,150253896,313797
4356,Marion,Mcdowell,12/23/2021,8459,5698643,19007
4357,Marion,Mcdowell,12/21/2021,8459,5536893,22913
4358,Marion,Mcdowell,12/16/2021,8459,5455368,17170
4359,Marion,Mcdowell,12/14/2021,8459,4606028,15835
4360,Marion,Mcdowell,12/9/2021,8459,5497792,18615
4361,Marion,Mcdowell,12/7/2021,8459,4253366,13775
4362,Marion,Mcdowell,12/2/2021,8459,2615114,9131
4363,Marion,Mcdowell,11/30/2021,8459,214244,0
4364,Marion,Mcdowell,11/23/2021,8459,2896789,9117
4365,Marion,Mcdowell,11/18/2021,8459,3214883,9708
4366,Marion,Mcdowell,11/16/2021,8459,4345966,13488
4367,Marion,Mcdowell,11/11/2021,8459,1163362,4062
4368,Marion,Mcdowell,11/9/2021,8459,844815,2622
4369,Marion,Mcdowell,11/4/2021,8459,1462318,4416
4370,Marion,Mcdowell,11/2/2021,8459,189907,0
4371,Marion,Mcdowell,10/28/2021,8459,99718,0
4372,Marion,Mcdowell,10/26/2021,8459,98388,0
4373,Marion,Mcdowell,10/21/2021,8459,1733328,4724
4374,Marion,Mcdowell,10/19/2021,8459,10283262,29843
4375,Marion,Mcdowell,10/14/2021,8459,8346799,13323
4376,Marion,Mcdowell,10/12/2021,8459,3423314,6538
4377,Marion,Mcdowell,10/7/2021,8459,3841988,9539
4378,Marion,Mcdowell,10/5/2021,8459,4004576,11473
4379,Marion,Mcdowell,9/30/2021,8459,6284822,16523
4380,Marion,Mcdowell,9/28/2021,8459,14472435,39440
4381,Marion,Mcdowell,9/23/2021,8459,28903978,46136
4382,Marion,Mcdowell,9/21/2021,8459,28218041,67082
4383,Marion,Mcdowell,9/16/2021,8459,15581571,34819
4384,Marion,Mcdowell,9/14/2021,8459,17955141,40123
4385,Marion,Mcdowell,9/9/2021,8459,14969884,45206
4386,Marion,Mcdowell,9/7/2021,8459,26839072,82158
4387,Marion,Mcdowell,9/2/2021,8459,83787326,164241
4388,Marion,Mcdowell,8/31/2021,8459,38976139,111664
4389,Marion,Mcdowell,8/26/2021,8459,22142021,53782
4390,Marion,Mcdowell,8/24/2021,8459,13919621,30199
4391,Marion,Mcdowell,8/19/2021,8459,19128198,10607
4392,Marion,Mcdowell,8/17/2021,8459,58701697,74958
4393,Marion,Mcdowell,8/12/2021,8459,23092152,47342
4394,Marion,Mcdowell,8/10/2021,8459,45034793,76240
4395,Marion,Mcdowell,8/5/2021,8459,4139826,8646
4396,Marion,Mcdowell,8/3/2021,8459,3711821,10368
4397,Marion,Mcdowell,7/29/2021,8459,2652345,5868
4398,Marion,Mcdowell,7/27/2021,8459,57905407,129398
4399,Marion,Mcdowell,7/22/2021,8459,123650,0
4400,Marion,Mcdowell,7/20/2021,8459,168856,0
4401,Marion,Mcdowell,7/15/2021,8459,101047,0
4402,Marion,Mcdowell,7/13/2021,8459,850249,2500
4403,Marion,Mcdowell,7/8/2021,8459,1615474,4750
4404,Marion,Mcdowell,7/6/2021,8459,19413321,63147
4405,Marion,Mcdowell,7/1/2021,8459,1307968,3897
4406,Marion,Mcdowell,6/29/2021,8459,361293,0
4407,Marion,Mcdowell,6/24/2021,8459,70467,0
4408,Marion,Mcdowell,6/22/2021,8459,3731278,17371
4409,Marion,Mcdowell,6/17/2021,8459,892333,4243
4410,Mount Airy (CDC Contract),Surry,8/31/2023,10000,365715524,409373
4411,Mount Airy (CDC Contract),Surry,8/29/2023,10000,335798821,113875
4412,Mount Airy (CDC Contract),Surry,8/24/2023,10000,192600583,339199
4413,Mount Airy (CDC Contract),Surry,8/22/2023,10000,284826863,413426
4414,Mount Airy (CDC Contract),Surry,8/17/2023,10000,386887704,574187
4415,Mount Airy (CDC Contract),Surry,8/15/2023,10000,216700961,307777
4416,Mount Airy (CDC Contract),Surry,8/10/2023,10000,183614999,227728
4417,Mount Airy (CDC Contract),Surry,8/8/2023,10000,365320854,298786
4418,Mount Airy (CDC Contract),Surry,8/3/2023,10000,70015384,110096
4419,Mount Airy (CDC Contract),Surry,8/1/2023,10000,50520907,74146
4420,Mount Airy (CDC Contract),Surry,7/27/2023,10000,364289921,546793
4421,Mount Airy (CDC Contract),Surry,7/25/2023,10000,99943267,150870
4422,Mount Airy (CDC Contract),Surry,7/20/2023,10000,137295599,207256
4423,Mount Airy (CDC Contract),Surry,7/18/2023,10000,296885725,440613
4424,Mount Airy (CDC Contract),Surry,7/13/2023,10000,204090586,311649
4425,Mount Airy (CDC Contract),Surry,7/11/2023,10000,130851061,216046
4426,Mount Airy (CDC Contract),Surry,7/6/2023,10000,113494302,185075
4427,Mount Airy (CDC Contract),Surry,7/5/2023,10000,191306244,355901
4428,Mount Airy (CDC Contract),Surry,6/29/2023,10000,58009254,87071
4429,Mount Airy (CDC Contract),Surry,6/27/2023,10000,175175025,258528
4430,Mount Airy (CDC Contract),Surry,6/20/2023,10000,202000006,85518
4431,Mount Airy (CDC Contract),Surry,6/15/2023,10000,61154330,97911
4432,Mount Airy (CDC Contract),Surry,6/13/2023,10000,43859724,68156
4433,Mount Airy (CDC Contract),Surry,6/8/2023,10000,101165558,138473
4434,Mount Airy (CDC Contract),Surry,6/6/2023,10000,244136439,388519
4435,Mount Airy (CDC Contract),Surry,6/1/2023,10000,67684436,104564
4436,Mount Airy (CDC Contract),Surry,5/30/2023,10000,65676107,51636
4437,Mount Airy (CDC Contract),Surry,5/25/2023,10000,83997063,136133
4438,Mount Airy (CDC Contract),Surry,5/23/2023,10000,91899922,136390
4439,Mount Airy (CDC Contract),Surry,5/18/2023,10000,27950417,43691
4440,Mount Airy (CDC Contract),Surry,5/16/2023,10000,108676988,163122
4441,Mount Airy (CDC Contract),Surry,5/11/2023,10000,134709306,223815
4442,Mount Airy (CDC Contract),Surry,5/9/2023,10000,77549194,119803
4443,Mount Airy (CDC Contract),Surry,2/14/2023,10000,646744812,465538
4444,Mount Airy (CDC Contract),Surry,2/9/2023,10000,447161930,742944
4445,Mount Airy (CDC Contract),Surry,2/7/2023,10000,221441847,332380
4446,Mount Airy (CDC Contract),Surry,2/2/2023,10000,1075953368,1291990
4447,Mount Airy (CDC Contract),Surry,1/31/2023,10000,693329590,958947
4448,Mount Airy (CDC Contract),Surry,1/26/2023,10000,1060812810,915810
4449,Mount Airy (CDC Contract),Surry,1/24/2023,10000,554472040,721559
4450,Mount Airy (CDC Contract),Surry,1/19/2023,10000,704097467,1068985
4451,Mount Airy (CDC Contract),Surry,1/17/2023,10000,688148310,1082084
4452,Mount Airy (CDC Contract),Surry,1/12/2023,10000,790817151,1193785
4453,Mount Airy (CDC Contract),Surry,1/10/2023,10000,2476471773,3042868
4454,Mount Airy (CDC Contract),Surry,1/5/2023,10000,1315592265,1219452
4455,Mount Airy (CDC Contract),Surry,1/3/2023,10000,1092469727,1950006
4456,Mount Airy (CDC Contract),Surry,12/29/2022,10000,1544189816,2533746
4457,Mount Airy (CDC Contract),Surry,12/22/2022,10000,878500165,1506986
4458,Mount Airy (CDC Contract),Surry,12/20/2022,10000,1193345608,1887722
4459,Mount Airy (CDC Contract),Surry,12/15/2022,10000,1017899914,1712749
4460,Mount Airy (CDC Contract),Surry,12/14/2022,10000,1205869448,2212208
4461,Mount Airy (CDC Contract),Surry,12/8/2022,10000,854767742,1546620
4462,Mount Airy (CDC Contract),Surry,12/6/2022,10000,472429091,891450
4463,Mount Airy (CDC Contract),Surry,12/1/2022,10000,482673892,625046
4464,Mount Airy (CDC Contract),Surry,11/29/2022,10000,253237571,514604
4465,Mount Airy (CDC Contract),Surry,11/22/2022,10000,235928002,475769
4466,Mount Airy (CDC Contract),Surry,11/17/2022,10000,236375721,346911
4467,Mount Airy (CDC Contract),Surry,11/15/2022,10000,144696242,267306
4468,Mount Airy (CDC Contract),Surry,11/10/2022,10000,228284959,427707
4469,Mount Airy (CDC Contract),Surry,11/8/2022,10000,170784145,291074
4470,Mount Airy (CDC Contract),Surry,11/3/2022,10000,392587073,803960
4471,Mount Airy (CDC Contract),Surry,11/1/2022,10000,463541080,880971
4472,Mount Airy (CDC Contract),Surry,10/25/2022,10000,719451413,1387296
4473,Mount Airy (CDC Contract),Surry,10/20/2022,10000,535008189,1009533
4474,Mount Airy (CDC Contract),Surry,10/18/2022,10000,208945776,397107
4475,Mount Airy (CDC Contract),Surry,10/13/2022,10000,223383675,359829
4476,Mount Airy (CDC Contract),Surry,10/11/2022,10000,96549303,188931
4477,Mount Airy (CDC Contract),Surry,10/6/2022,10000,170427712,420770
4478,Mount Airy (CDC Contract),Surry,10/4/2022,10000,133248273,246158
4479,Mount Airy (CDC Contract),Surry,9/29/2022,10000,177826924,345419
4480,Mount Airy (CDC Contract),Surry,9/27/2022,10000,367432476,713718
4481,Mount Airy (CDC Contract),Surry,9/15/2022,10000,753942567,1260577
4482,Mount Airy (CDC Contract),Surry,9/13/2022,10000,839476324,1368931
4483,Mount Airy (CDC Contract),Surry,9/8/2022,10000,483161563,868287
4484,Mount Airy (CDC Contract),Surry,9/6/2022,10000,1333742114,2036639
4485,Mount Airy (CDC Contract),Surry,9/1/2022,10000,855211119,1568914
4486,Mount Airy (CDC Contract),Surry,8/30/2022,10000,823473389,1576372
4487,Mount Airy (CDC Contract),Surry,8/25/2022,10000,817448648,1262852
4488,Mount Airy (CDC Contract),Surry,8/23/2022,10000,906755006,1234743
4489,Mount Airy (CDC Contract),Surry,8/18/2022,10000,736059529,1369345
4490,Mount Airy (CDC Contract),Surry,8/16/2022,10000,2359787109,2982736
